項次,公司中文全名,型號,冷氣季節性能因數CSPF標示值,能源效率等級,額定冷氣能力標示值(kW),額定冷氣能力消耗電功率標示值(kW),冷氣機機組構成方式
8802,雅哥企業股份有限公司,ACV-80AB,3.60,5,8.00,3.10,一對一分離式
8803,雅哥企業股份有限公司,AC-50P,3.82,5,5.60,1.53,一對一分離式
8804,雅哥企業股份有限公司,AC-52B,3.60,5,5.20,1.51,一對一分離式
8805,雅哥企業股份有限公司,AC-101NH-H,3.40,5,10.10,3.11,一對一分離式
8806,雅哥企業股份有限公司,AC-32P,4.12,5,3.60,0.92,一對一分離式
8807,雅哥企業股份有限公司,AC-72NH-H,3.46,5,7.20,2.18,一對一分離式
8808,雅哥企業股份有限公司,AC-80P,3.76,5,9.00,2.51,一對一分離式
8809,雅哥企業股份有限公司,AC-101NH,3.40,5,10.10,3.11,一對一分離式
8810,雅哥企業股份有限公司,AC-90PP,3.45,5,9.00,2.73,一對一分離式
8811,雅哥企業股份有限公司,ACV-63AB,3.84,5,6.30,2.30,一對一分離式
8812,雅哥企業股份有限公司,AR-502C,3.25,5,5.00,1.61,單體式
8813,雅哥企業股份有限公司,AC-85NH,3.46,5,8.50,2.58,一對一分離式
8814,雅哥企業股份有限公司,AC-72NH,3.46,5,7.20,2.18,一對一分離式
8815,雅哥企業股份有限公司,AC-25P,4.12,5,2.80,0.71,一對一分離式
8816,雅哥企業股份有限公司,AC-72PP,3.45,5,7.20,2.19,一對一分離式
8817,傳興國際有限公司,CA-18M1TS,3.82,5,4.10,1.12,一對一分離式
8818,傳興國際有限公司,CA-30M1TS,3.76,5,7.20,2.01,一對一分離式
8819,傳興國際有限公司,CA-13M1S,4.12,5,2.70,0.69,一對一分離式
8820,傳興國際有限公司,CW-2302,3.25,5,5.00,1.61,單體式
8821,傳興國際有限公司,CW-1502C,3.45,5,3.60,1.09,單體式
8822,傳興國際有限公司,CA-15M1TS,4.12,5,3.60,0.92,一對一分離式
8823,傳興國際有限公司,CAV-36AB,3.90,5,3.60,1.26,一對一分離式
8824,傳興國際有限公司,CAV-28AB,3.90,5,2.80,0.98,一對一分離式
8825,傳興國際有限公司,CA-28NH,3.90,5,2.80,0.75,一對一分離式
8826,傳興國際有限公司,CW-2302C,3.25,5,5.00,1.61,單體式
8827,傳興國際有限公司,CW-2802C,3.25,5,6.30,2.03,單體式
8828,傳興國際有限公司,CW-1802C,3.25,5,4.10,1.32,單體式
8829,傳興國際有限公司,CAV-80AB,3.60,5,8.00,3.10,一對一分離式
8830,傳興國際有限公司,CA-23M1TS,3.82,5,5.00,1.37,一對一分離式
8831,傳興國際有限公司,CW-2802,3.25,5,6.30,2.03,單體式
8832,傳興國際有限公司,CW-1302C,3.45,5,2.80,0.85,單體式
8833,傳興國際有限公司,CA-36NH,3.90,5,3.60,0.97,一對一分離式
8834,傳興國際有限公司,CA-41NH,3.60,5,4.10,1.19,一對一分離式
8835,傳興國際有限公司,CW-1302,3.45,5,2.80,0.85,單體式
8836,傳興國際有限公司,CAV-50AB,3.60,5,0.76,1.80,一對一分離式
8837,傳興國際有限公司,CW-1802,3.25,5,4.10,1.32,單體式
8838,傳興國際有限公司,CAV-41AB,3.60,5,4.10,1.45,一對一分離式
8839,圓周力冷氣股份有限公司,HJ-B32HR,4.35,5,3.40,0.82,一對一分離式
8840,圓周力冷氣股份有限公司,HJ-B63HR,3.87,5,7.10,1.92,一對一分離式
8841,圓周力冷氣股份有限公司,HJ-B45HR,3.82,5,5.00,1.37,一對一分離式
8842,圓周力冷氣股份有限公司,HJ-B25HR,4.19,5,2.70,0.68,一對一分離式
8843,圓周力冷氣股份有限公司,HJ-B36HR,3.77,5,4.10,1.14,一對一分離式
8844,圓周力冷氣股份有限公司,HJ-B75HR,3.61,5,8.50,2.46,一對一分離式
8845,新禾股份有限公司,AC-SR3673C,3.25,5,4.10,1.32,單體式
8846,新禾股份有限公司,AS-A5083,3.82,5,5.60,1.53,一對一分離式
8847,新禾股份有限公司,AC-SL2073C,3.40,5,2.20,0.68,單體式
8848,新禾股份有限公司,AC-SL3273C,3.61,5,3.60,1.04,單體式
8849,新禾股份有限公司,AC-SR3273C,3.45,5,3.60,1.09,單體式
8850,新禾股份有限公司,AC-SR2573C,3.45,5,2.90,0.88,單體式
8851,新禾股份有限公司,AC-SL4573C,3.40,5,5.20,1.60,單體式
8852,新禾股份有限公司,AS-A2085,4.12,5,2.30,0.59,一對一分離式
8853,新禾股份有限公司,AC-SL5673C,3.35,5,6.30,1.97,單體式
8854,新禾股份有限公司,AS-A3285,4.12,5,3.60,0.92,一對一分離式
8855,新禾股份有限公司,AS-A5683,3.82,5,6.30,1.73,一對一分離式
8856,新禾股份有限公司,AC-SL5683,3.40,5,6.30,1.94,單體式
8857,新禾股份有限公司,AC-SL5083,3.40,5,5.60,1.72,單體式
8858,新禾股份有限公司,AC-SR2073C,3.40,5,2.20,0.68,單體式
8859,新禾股份有限公司,AS-A2283,4.12,5,2.50,0.64,一對一分離式
8860,新禾股份有限公司,AS-A3683,3.82,5,4.10,1.12,一對一分離式
8861,新禾股份有限公司,AS-A9083,3.76,5,10.20,2.84,一對一分離式
8862,新禾股份有限公司,AP-A12585,3.76,5,14.00,3.90,一對一分離式
8863,新禾股份有限公司,AS-A3685,3.82,5,4.20,1.15,一對一分離式
8864,新禾股份有限公司,AS-B5083,3.82,5,5.60,1.53,多管型固定組合分離式
8865,新禾股份有限公司,AS-B7583,3.76,5,8.40,2.34,多管型固定組合分離式
8866,新禾股份有限公司,AS-A4585,3.82,5,5.00,1.37,一對一分離式
8867,新禾股份有限公司,AP-A10085,3.76,5,12.00,3.34,一對一分離式
8868,新禾股份有限公司,AC-SL2573C,3.45,5,2.90,0.88,單體式
8869,新禾股份有限公司,AS-B6183,3.82,5,6.80,1.86,多管型固定組合分離式
8870,新禾股份有限公司,AS-A2583,4.12,5,2.80,0.71,一對一分離式
8871,新禾股份有限公司,AS-A7183,3.76,5,8.30,2.31,一對一分離式
8872,新禾股份有限公司,AS-A4083,3.82,5,4.80,1.31,一對一分離式
8873,新禾股份有限公司,AC-SL3673C,3.40,5,4.20,1.29,單體式
8874,新禾股份有限公司,AC-SR4573C,3.25,5,5.00,1.61,單體式
8875,新禾股份有限公司,AS-A2585,4.12,5,2.80,0.71,一對一分離式
8876,新禾股份有限公司,AS-A3283,4.12,5,3.60,0.92,一對一分離式
8877,新禾股份有限公司,AS-A8083,3.76,5,9.00,2.51,一對一分離式
8878,新禾股份有限公司,AC-SR5673C,3.25,5,6.30,2.03,單體式
8879,新禾股份有限公司,AS-A6383,3.76,5,7.20,2.00,一對一分離式
8880,新容威貿易有限公司,NBN-45S,3.82,5,5.50,1.51,一對一分離式
8881,新視代科技股份有限公司,RC-S23CT2,4.12,5,2.30,0.59,一對一分離式
8882,新視代科技股份有限公司,RC-S42CW2,3.82,5,4.20,1.15,一對一分離式
8883,新視代科技股份有限公司,RC-S48CW1,3.82,5,4.80,1.31,一對一分離式
8884,新視代科技股份有限公司,RC-S28CW2,4.12,5,2.80,0.71,一對一分離式
8885,新視代科技股份有限公司,RC-S41CW1,3.82,5,4.10,1.12,一對一分離式
8886,新視代科技股份有限公司,RC-S56CW1,3.82,5,5.60,1.53,一對一分離式
8887,新視代科技股份有限公司,RC-S28CF1,4.05,5,2.80,0.72,一對一分離式
8888,新視代科技股份有限公司,RC-S50CW2,3.82,5,5.00,1.37,一對一分離式
8889,新視代科技股份有限公司,RC-GA4CW1-1,3.51,5,14.00,4.18,一對一分離式
8890,新視代科技股份有限公司,RC-GA6CW1-1,3.80,5,16.00,4.41,一對一分離式
8891,新視代科技股份有限公司,RC-S52CF1,3.60,5,5.20,1.51,一對一分離式
8892,新視代科技股份有限公司,RC-S25CW1,4.12,5,2.50,0.64,一對一分離式
8893,新視代科技股份有限公司,RC-S72CF1,3.45,5,7.20,2.18,一對一分離式
8894,新視代科技股份有限公司,RC-S28VF2,3.90,5,2.80,0.95,一對一分離式
8895,新視代科技股份有限公司,RC-S50VF2,3.60,5,5.00,1.87,一對一分離式
8896,新視代科技股份有限公司,RC-S63CW1,3.82,5,6.30,1.73,一對一分離式
8897,新視代科技股份有限公司,RC-GA4CW1-2,3.51,5,14.00,4.18,一對一分離式
8898,新視代科技股份有限公司,RC-S23CW2,4.12,5,2.30,0.59,一對一分離式
8899,新視代科技股份有限公司,RC-S72CW1,3.76,5,7.20,2.00,一對一分離式
8900,新視代科技股份有限公司,RC-S72VF2,3.45,5,7.20,2.48,一對一分離式
8901,新視代科技股份有限公司,RC-S41CF1,3.60,5,4.10,1.19,一對一分離式
8902,新視代科技股份有限公司,RC-S42CT2,3.82,5,4.20,1.15,一對一分離式
8903,新視代科技股份有限公司,RC-S22VF2,3.90,5,2.20,0.63,一對一分離式
8904,新視代科技股份有限公司,RC-GA2CW1-1,3.56,5,12.00,3.53,一對一分離式
8905,新視代科技股份有限公司,RC-GA4CW1,3.76,5,14.00,3.90,一對一分離式
8906,新視代科技股份有限公司,RC-S83CW1,3.76,5,8.30,2.31,一對一分離式
8907,新視代科技股份有限公司,RC-S22CF1,4.15,5,2.20,0.56,一對一分離式
8908,新視代科技股份有限公司,RC-S36CT2,4.12,5,3.60,0.92,一對一分離式
8909,新視代科技股份有限公司,RC-S28CW1,4.12,5,2.80,0.71,一對一分離式
8910,新視代科技股份有限公司,RC-S41VF2,3.60,5,4.10,1.38,一對一分離式
8911,新視代科技股份有限公司,RC-S90CW1,3.76,5,9.00,2.51,一對一分離式
8912,新視代科技股份有限公司,RC-S28CT2,4.12,5,2.80,0.71,一對一分離式
8913,新視代科技股份有限公司,RC-S36CW2,4.12,5,3.60,0.92,一對一分離式
8914,新視代科技股份有限公司,RC-SA0CW1-1,3.45,5,10.20,3.10,一對一分離式
8915,新視代科技股份有限公司,RC-S36CW1,4.12,5,3.60,0.92,一對一分離式
8916,新視代科技股份有限公司,RC-S36CF1,4.05,5,3.60,0.93,一對一分離式
8917,新視代科技股份有限公司,RC-S36VF2,3.90,5,3.60,1.26,一對一分離式
8918,新視代科技股份有限公司,RC-SA4CW1-1,3.51,5,14.00,4.18,一對一分離式
8919,新視代科技股份有限公司,RC-GA2CW1,3.76,5,12.00,3.34,一對一分離式
8920,新視代科技股份有限公司,RC-SA0CW1,3.76,5,10.20,2.84,一對一分離式
8921,新視代科技股份有限公司,RC-S50CT2,3.82,5,5.00,1.37,一對一分離式
8922,新視代科技股份有限公司,RC-SA2CW1-1,3.56,5,12.00,3.53,一對一分離式
8923,盟昆企業有限公司,FU-140CUN2,3.41,5,14.00,4.30,一對一分離式
8924,盟昆企業有限公司,FU-7373CS2,3.56,5,14.60,4.29,多管型固定組合分離式
8925,盟昆企業有限公司,冰點FWR-23CS2,3.51,5,2.30,0.69,單體式
8926,盟昆企業有限公司,FU-93CS2,3.76,5,9.30,2.59,一對一分離式
8927,盟昆企業有限公司,冰點FUP-241CU2,3.68,5,24.10,6.86,一對一分離式
8928,盟昆企業有限公司,FU-93CUC2,3.76,5,9.30,2.59,一對一分離式
8929,盟昆企業有限公司,冰點FPW-351CUC2,4.71,5,35.10,7.80,單體式
8930,盟昆企業有限公司,冰點FU-41SA,3.60,5,4.10,1.19,一對一分離式
8931,盟昆企業有限公司,冰點FW-22CP2L,3.58,5,2.20,0.64,單體式
8932,盟昆企業有限公司,FWR-42CS2,3.40,5,4.20,1.29,單體式
8933,盟昆企業有限公司,冰點FU-2963CS2,3.76,5,9.20,2.56,多管型固定組合分離式
8934,盟昆企業有限公司,FU-4141CS2,3.46,5,8.20,2.48,多管型固定組合分離式
8935,盟昆企業有限公司,冰點FU-112CSN2(W),3.40,5,11.20,3.45,一對一分離式
8936,盟昆企業有限公司,冰點FU-130CU2,3.53,5,13.00,3.86,一對一分離式
8937,盟昆企業有限公司,FW-36CS2L,3.45,5,3.60,1.09,單體式
8938,盟昆企業有限公司,FUP-327CU2,3.66,5,32.70,9.36,一對一分離式
8939,盟昆企業有限公司,冰點FU-130CUC2,3.53,5,13.00,3.86,一對一分離式
8940,盟昆企業有限公司,冰點FU-4242CS2,3.46,5,8.20,2.48,多管型固定組合分離式
8941,盟昆企業有限公司,冰點FW-36CS2L,3.45,5,3.60,1.09,單體式
8942,盟昆企業有限公司,FW-52CS2R,3.40,5,5.20,1.60,單體式
8943,盟昆企業有限公司,FU-2963CS2,3.76,5,9.20,2.56,多管型固定組合分離式
8944,盟昆企業有限公司,FU-112CUN2,3.40,5,11.20,3.45,一對一分離式
8945,盟昆企業有限公司,FU-3636CS2,3.59,5,7.20,2.10,多管型固定組合分離式
8946,盟昆企業有限公司,冰點FUP-241CX2,3.68,5,24.10,6.86,一對一分離式
8947,盟昆企業有限公司,FU-41CS2(S),3.60,5,4.10,1.19,一對一分離式
8948,盟昆企業有限公司,冰點FWL-23CS2,3.51,5,2.30,0.69,單體式
8949,盟昆企業有限公司,FU-140CSN2,3.40,5,14.00,4.31,一對一分離式
8950,盟昆企業有限公司,冰點FU-140CSN2,3.40,5,14.00,4.31,一對一分離式
8951,盟昆企業有限公司,FU-112CSN2(W),3.40,5,11.20,3.45,一對一分離式
8952,盟昆企業有限公司,FU-6363CS2,3.55,5,12.60,3.72,多管型固定組合分離式
8953,盟昆企業有限公司,FU-112CS2,3.76,5,11.20,3.12,一對一分離式
8954,盟昆企業有限公司,冰點FW-29CS2R,3.45,5,2.90,0.88,單體式
8955,盟昆企業有限公司,FUP-241CX2,3.68,5,24.10,6.86,一對一分離式
8956,盟昆企業有限公司,FW-29CS2L,3.45,5,2.90,0.88,單體式
8957,盟昆企業有限公司,冰點FW-22CP2R,3.58,5,2.20,0.64,單體式
8958,盟昆企業有限公司,冰點FU-63CS2,3.82,5,6.30,1.73,一對一分離式
8959,盟昆企業有限公司,冰點FU-82CS2,3.45,5,8.20,2.49,一對一分離式
8960,盟昆企業有限公司,冰點FU-32CS2(S),3.90,5,3.20,0.86,一對一分離式
8961,盟昆企業有限公司,FU-2941CS2,3.78,5,7.00,1.94,多管型固定組合分離式
8962,盟昆企業有限公司,冰點FU-4141CS2,3.46,5,8.20,2.48,多管型固定組合分離式
8963,盟昆企業有限公司,冰點FU-50CS2(S),3.60,5,5.00,1.46,一對一分離式
8964,盟昆企業有限公司,冰點FW-50CS2L,3.25,5,5.00,1.61,單體式
8965,盟昆企業有限公司,FU-112CU2,3.56,5,11.20,3.29,一對一分離式
8966,盟昆企業有限公司,FU-29CS2,4.12,5,2.90,0.74,一對一分離式
8967,盟昆企業有限公司,冰點FWR-50CS2,3.40,5,5.00,1.54,單體式
8968,盟昆企業有限公司,冰點FU-7373CS2,3.56,5,14.60,4.29,多管型固定組合分離式
8969,盟昆企業有限公司,冰點FU-6363CS2,3.55,5,12.60,3.72,多管型固定組合分離式
8970,盟昆企業有限公司,冰點FWR-36CS2,3.51,5,3.60,1.07,單體式
8971,盟昆企業有限公司,FU-36CS2,4.12,5,3.60,0.92,一對一分離式
8972,盟昆企業有限公司,FWL-50CS2,3.40,5,5.00,1.54,單體式
8973,盟昆企業有限公司,冰點FU-73CS2,3.76,5,7.30,2.03,一對一分離式
8974,盟昆企業有限公司,冰點FW-41CS2L,3.25,5,4.10,1.32,單體式
8975,盟昆企業有限公司,冰點FW-63CS2R,3.35,5,6.30,1.97,單體式
8976,盟昆企業有限公司,FU-4242CS2,3.46,5,8.20,2.48,多管型固定組合分離式
8977,盟昆企業有限公司,FUP-327CT2,3.66,5,32.70,9.35,一對一分離式
8978,盟昆企業有限公司,FU-73CS2,3.76,5,7.30,2.03,一對一分離式
8979,盟昆企業有限公司,FU-73CS2(R),3.63,5,7.30,2.10,一對一分離式
8980,盟昆企業有限公司,FWL-23CS2,3.51,5,2.30,0.69,單體式
8981,盟昆企業有限公司,冰點FU-130CSN2,3.40,5,13.00,4.00,一對一分離式
8982,盟昆企業有限公司,冰點FU-112CSN2,3.40,5,11.20,3.45,一對一分離式
8983,盟昆企業有限公司,冰點FU-63SA,3.60,5,6.30,1.84,一對一分離式
8984,盟昆企業有限公司,FWR-23CS2,3.51,5,2.30,6.86,單體式
8985,盟昆企業有限公司,冰點FU-130CS2,3.41,5,13.00,3.99,一對一分離式
8986,盟昆企業有限公司,FW-22CP2R,3.58,5,2.20,0.64,單體式
8987,盟昆企業有限公司,FWL-28CS2,3.51,5,2.80,0.84,單體式
8988,盟昆企業有限公司,冰點FU-73CS2(R),3.63,5,7.30,2.10,一對一分離式
8989,盟昆企業有限公司,FW-72CS2L,3.15,5,7.20,2.39,單體式
8990,盟昆企業有限公司,冰點FU-112SA,3.40,5,11.20,3.45,一對一分離式
8991,盟昆企業有限公司,冰點FW-63CS2L,3.25,5,6.30,2.03,單體式
8992,盟昆企業有限公司,冰點FU-25CS2(S),3.90,5,2.50,0.67,一對一分離式
8993,盟昆企業有限公司,冰點FW-72CS2R,3.15,5,7.20,2.39,單體式
8994,盟昆企業有限公司,冰點FW-22CS2L,3.40,5,2.20,0.68,單體式
8995,盟昆企業有限公司,冰點FW-22CS2R,3.40,5,2.20,0.68,單體式
8996,盟昆企業有限公司,FW-22CP2L,3.58,5,2.20,0.64,單體式
8997,盟昆企業有限公司,冰點FU-2323CS2,3.76,5,4.60,1.28,多管型固定組合分離式
8998,盟昆企業有限公司,FPW-351CXC2,4.71,5,35.10,7.80,單體式
8999,盟昆企業有限公司,FU-130CUC2,3.53,5,13.00,3.86,一對一分離式
9000,盟昆企業有限公司,FU-63SA,3.60,5,6.30,1.84,一對一分離式
9001,盟昆企業有限公司,冰點FPW-260CUC2,4.52,5,26.00,6.03,單體式
9002,盟昆企業有限公司,冰點FU-93CUC2,3.76,5,9.30,2.59,一對一分離式
9003,盟昆企業有限公司,冰點FW-36CS2R,3.61,5,3.60,1.04,單體式
9004,盟昆企業有限公司,冰點FU-2929CS2,3.73,5,5.80,1.63,多管型固定組合分離式
9005,盟昆企業有限公司,冰點FUP-327CX2,3.66,5,32.70,9.36,一對一分離式
9006,盟昆企業有限公司,FU-112CSN2,3.40,5,11.20,3.45,一對一分離式
9007,盟昆企業有限公司,FU-5050CS2,3.47,5,10.00,3.02,多管型固定組合分離式
9008,盟昆企業有限公司,FW-22CS2R,3.40,5,2.20,0.68,單體式
9009,盟昆企業有限公司,冰點FU-93CS2,3.76,5,9.30,2.59,一對一分離式
9010,盟昆企業有限公司,冰點FWL-36CS2,3.51,5,3.60,1.07,單體式
9011,盟昆企業有限公司,FW-41CS2L,3.25,5,4.10,1.32,單體式
9012,盟昆企業有限公司,FW-63CS2L,3.25,5,6.30,2.03,單體式
9013,盟昆企業有限公司,FU-50CS2(S),3.60,5,5.00,1.46,一對一分離式
9014,盟昆企業有限公司,FU-2323CS2,3.76,5,4.60,1.28,多管型固定組合分離式
9015,盟昆企業有限公司,冰點FU-93CSC2,3.76,5,9.30,2.59,一對一分離式
9016,盟昆企業有限公司,FUP-241CU2,3.68,5,24.10,6.86,一對一分離式
9017,盟昆企業有限公司,冰點FUP-327CT2,3.66,5,32.70,9.35,一對一分離式
9018,盟昆企業有限公司,冰點FW-29CS2L,3.45,5,2.90,0.88,單體式
9019,盟昆企業有限公司,FW-22CS2L,3.40,5,2.20,0.68,單體式
9020,盟昆企業有限公司,FWR-50CS2,3.40,5,5.00,1.54,單體式
9021,盟昆企業有限公司,FW-72CS2R,3.15,5,7.20,2.39,單體式
9022,盟昆企業有限公司,FU-130CU2,3.53,5,13.00,3.86,一對一分離式
9023,盟昆企業有限公司,FU-23CS2,4.12,5,2.30,0.59,一對一分離式
9024,盟昆企業有限公司,FWR-28CS2,3.51,5,2.80,0.84,單體式
9025,盟昆企業有限公司,冰點FU-42CS2,3.82,5,4.20,1.15,一對一分離式
9026,盟昆企業有限公司,冰點FU-130CSC2,3.41,5,13.00,3.99,一對一分離式
9027,盟昆企業有限公司,冰點FU-112CSC2,3.40,5,11.20,3.45,一對一分離式
9028,盟昆企業有限公司,FU-2929CS2,3.73,5,5.80,1.63,多管型固定組合分離式
9029,盟昆企業有限公司,FU-63CS2(R),3.69,5,6.30,1.79,一對一分離式
9030,盟昆企業有限公司,FU-93CSC2,3.76,5,9.30,2.59,一對一分離式
9031,盟昆企業有限公司,冰點FU-36CS2(S),3.90,5,3.60,0.97,一對一分離式
9032,盟昆企業有限公司,冰點FU-36CS2,4.12,5,3.60,0.92,一對一分離式
9033,盟昆企業有限公司,冰點FPW-260CXC2,4.52,5,26.00,6.03,單體式
9034,盟昆企業有限公司,FU-93CU2,3.76,5,9.30,2.59,一對一分離式
9035,盟昆企業有限公司,FU-32CS2(S),3.90,5,3.20,0.86,一對一分離式
9036,盟昆企業有限公司,FU-63CS2,3.82,5,6.30,1.73,一對一分離式
9037,盟昆企業有限公司,冰點FU-112CS2,3.76,5,11.20,3.12,一對一分離式
9038,盟昆企業有限公司,冰點FU-112CU2,3.56,5,11.20,3.29,一對一分離式
9039,盟昆企業有限公司,FU-36CS2(S),3.90,5,3.60,0.97,一對一分離式
9040,盟昆企業有限公司,FUP-241CT2,3.68,5,24.10,6.86,一對一分離式
9041,盟昆企業有限公司,FW-36CS2R,3.61,5,3.60,1.04,單體式
9042,盟昆企業有限公司,FW-42CS2R,3.40,5,4.20,1.29,單體式
9043,盟昆企業有限公司,冰點FUP-327CU2,3.66,5,32.70,9.36,一對一分離式
9044,盟昆企業有限公司,冰點FU-5050CS2,3.47,5,10.00,3.02,多管型固定組合分離式
9045,盟昆企業有限公司,冰點FPW-351CXC2,4.71,5,35.10,7.80,單體式
9046,盟昆企業有限公司,FUP-327CX2,3.66,5,32.70,9.36,一對一分離式
9047,盟昆企業有限公司,冰點FWL-28CS2,3.51,5,2.80,0.84,單體式
9048,盟昆企業有限公司,冰點FW-52CS2R,3.40,5,5.20,1.60,單體式
9049,盟昆企業有限公司,冰點FU-29CS2,4.12,5,2.90,0.74,一對一分離式
9050,盟昆企業有限公司,冰點FW-72CS2L,3.15,5,7.20,2.39,單體式
9051,盟昆企業有限公司,FU-112CSC2,3.40,5,11.20,3.45,一對一分離式
9052,盟昆企業有限公司,FU-82CS2,3.45,5,8.20,2.49,一對一分離式
9053,盟昆企業有限公司,FWL-42CS2,3.40,5,4.20,1.29,單體式
9054,盟昆企業有限公司,冰點FWL-50CS2,3.40,5,5.00,1.54,單體式
9055,盟昆企業有限公司,FW-63CS2R,3.35,5,6.30,1.97,單體式
9056,盟昆企業有限公司,冰點FU-29CS2(S),3.90,5,2.90,0.78,一對一分離式
9057,盟昆企業有限公司,冰點FUP-241CT2,3.68,5,24.10,6.86,一對一分離式
